Measure,Date,Value
Adriatic Sea,02-10-1996,30.79
Caribbean Sea,02-10-1996,-48.88
Yellow Sea,02-10-1996,-133.51
Baltic Sea,02-28-1996,-311.65
Andaman Sea,02-29-1996,-134.14
Arabian Sea,02-29-1996,10.44
Atlantic Ocean,02-29-1996,-8.61
Bay Bengal,02-29-1996,-50.53
Bering Sea,02-29-1996,11.05
Gulf Mexico,02-29-1996,-96.55
Indian Ocean,02-29-1996,-2.83
Indonesian,02-29-1996,80.01
Mediterranean,02-29-1996,-67.98
Nino,02-29-1996,-11.83
North Atlantic,02-29-1996,-45.63
North Pacific,02-29-1996,-65.61
North Sea,02-29-1996,-55.49
Pacific Ocean,02-29-1996,-13.08
Persian Gulf,02-29-1996,7.43
Sea Japan,02-29-1996,-123.45
Sea Okhotsk,02-29-1996,-12.29
South China,02-29-1996,-12.3
Southern Ocean,02-29-1996,16.17
Tropics,02-29-1996,-11.94
World,02-29-1996,-11.15
Caribbean Sea,03-01-1996,-54.78
Yellow Sea,03-01-1996,-152.61
Adriatic Sea,03-03-1996,-43.21
Baltic Sea,03-09-1996,-131.65
North Sea,03-09-1996,-172.69
Sea Okhotsk,03-09-1996,-3.59
Andaman Sea,03-10-1996,-138.74
Arabian Sea,03-10-1996,37.04
Atlantic Ocean,03-10-1996,-10.21
Bay Bengal,03-10-1996,-24.33
Bering Sea,03-10-1996,22.65
Caribbean Sea,03-10-1996,-52.08
Gulf Mexico,03-10-1996,-76.25
Indian Ocean,03-10-1996,1.87
Indonesian,03-10-1996,45.61
Mediterranean,03-10-1996,-87.18
Nino,03-10-1996,-21.13
North Atlantic,03-10-1996,-54.93
North Pacific,03-10-1996,-73.61
Pacific Ocean,03-10-1996,-18.18
Persian Gulf,03-10-1996,29.73
Sea Japan,03-10-1996,-128.85
South China,03-10-1996,-88.4
Southern Ocean,03-10-1996,12.37
Tropics,03-10-1996,-14.14
World,03-10-1996,-14.35
Yellow Sea,03-10-1996,-156.31
Adriatic Sea,03-11-1996,-86.21
Baltic Sea,03-19-1996,-354.55
Andaman Sea,03-20-1996,-122.94
Arabian Sea,03-20-1996,47.04
Atlantic Ocean,03-20-1996,-17.51
Bay Bengal,03-20-1996,-13.73
Bering Sea,03-20-1996,20.85
Caribbean Sea,03-20-1996,-70.58
Gulf Mexico,03-20-1996,-97.65
Indian Ocean,03-20-1996,4.77
Indonesian,03-20-1996,24.91
Mediterranean,03-20-1996,-40.28
Nino,03-20-1996,-16.63
North Atlantic,03-20-1996,-67.93
North Pacific,03-20-1996,-54.81
North Sea,03-20-1996,-154.29
Pacific Ocean,03-20-1996,-9.08
Persian Gulf,03-20-1996,38.83
Sea Japan,03-20-1996,-137.55
Sea Okhotsk,03-20-1996,-25.49
South China,03-20-1996,-88.4
Southern Ocean,03-20-1996,13.87
Tropics,03-20-1996,-9.94
World,03-20-1996,-11.05
Adriatic Sea,03-21-1996,-2.91
Yellow Sea,03-21-1996,-100.01
Baltic Sea,03-29-1996,-345.35
North Sea,03-29-1996,-31.49
South China,03-29-1996,-68.5
Andaman Sea,03-30-1996,-143.34
Arabian Sea,03-30-1996,48.84
Atlantic Ocean,03-30-1996,-19.61
Bay Bengal,03-30-1996,-15.33
Bering Sea,03-30-1996,8.85
Caribbean Sea,03-30-1996,-70.18
Gulf Mexico,03-30-1996,-95.55
Indian Ocean,03-30-1996,13.87
Indonesian,03-30-1996,30.11
Mediterranean,03-30-1996,-38.18
Nino,03-30-1996,-10.93
North Atlantic,03-30-1996,-77.43
North Pacific,03-30-1996,-66.71
Pacific Ocean,03-30-1996,-2.88
Persian Gulf,03-30-1996,-82.07
Sea Japan,03-30-1996,-102.25
Sea Okhotsk,03-30-1996,0.31
Southern Ocean,03-30-1996,26.07
Tropics,03-30-1996,-6.54
World,03-30-1996,-6.75
Yellow Sea,03-30-1996,-133.01
Adriatic Sea,03-31-1996,-3.81
Baltic Sea,04-08-1996,-143.15
North Sea,04-08-1996,-19.89
Andaman Sea,04-09-1996,-58.64
Arabian Sea,04-09-1996,38.44
Atlantic Ocean,04-09-1996,-13.81
Bay Bengal,04-09-1996,-34.73
Bering Sea,04-09-1996,7.65
Caribbean Sea,04-09-1996,-59.48
Gulf Mexico,04-09-1996,-92.05
Indian Ocean,04-09-1996,-0.73
Indonesian,04-09-1996,50.61
Mediterranean,04-09-1996,-54.48
Nino,04-09-1996,-10.63
North Atlantic,04-09-1996,-57.73
North Pacific,04-09-1996,-61.01
Pacific Ocean,04-09-1996,-8.88
Persian Gulf,04-09-1996,-7.67
Sea Japan,04-09-1996,-105.85
Sea Okhotsk,04-09-1996,4.51
South China,04-09-1996,-45
Southern Ocean,04-09-1996,11.97
Tropics,04-09-1996,-7.64
World,04-09-1996,-9.95
Yellow Sea,04-09-1996,-105.01
Adriatic Sea,04-10-1996,-33.31
Andaman Sea,04-18-1996,-27.94
Baltic Sea,04-18-1996,-250.65
Bay Bengal,04-18-1996,-14.93
Mediterranean,04-18-1996,-90.98
North Sea,04-18-1996,-117.99
Sea Okhotsk,04-18-1996,11.21
South China,04-18-1996,-29.3
Arabian Sea,04-19-1996,43.34
Atlantic Ocean,04-19-1996,-23.51
Bering Sea,04-19-1996,-11.85
Caribbean Sea,04-19-1996,-76.08
Gulf Mexico,04-19-1996,-107.85
Indian Ocean,04-19-1996,-6.13
Indonesian,04-19-1996,46.21
Nino,04-19-1996,-13.63
North Atlantic,04-19-1996,-65.43
North Pacific,04-19-1996,-44.81
Pacific Ocean,04-19-1996,-10.68
Persian Gulf,04-19-1996,-30.67
Sea Japan,04-19-1996,-75.15
Southern Ocean,04-19-1996,3.47
Tropics,04-19-1996,-11.84
World,04-19-1996,-14.45
Yellow Sea,04-19-1996,-91.11
Adriatic Sea,04-20-1996,-60.41
Baltic Sea,04-28-1996,-244.15
Bay Bengal,04-28-1996,7.07
Mediterranean,04-28-1996,-88.98
North Sea,04-28-1996,-80.19
Sea Japan,04-28-1996,-76.55
Sea Okhotsk,04-28-1996,12.61
South China,04-28-1996,-44.1
Andaman Sea,04-29-1996,65.56
Arabian Sea,04-29-1996,71.04
Atlantic Ocean,04-29-1996,-19.01
Bering Sea,04-29-1996,30.95
Caribbean Sea,04-29-1996,-57.18
Gulf Mexico,04-29-1996,-93.05
Indian Ocean,04-29-1996,-14.13
Indonesian,04-29-1996,42.61
Nino,04-29-1996,-14.13
North Atlantic,04-29-1996,-56.13
North Pacific,04-29-1996,-36.71
Pacific Ocean,04-29-1996,-12.68
Persian Gulf,04-29-1996,-78.97
Southern Ocean,04-29-1996,-8.43
Tropics,04-29-1996,-7.74
World,04-29-1996,-14.75
Yellow Sea,04-29-1996,-83.21
Adriatic Sea,04-30-1996,-88.71
Baltic Sea,05-07-1996,-102.95
Andaman Sea,05-08-1996,97.46
Bay Bengal,05-08-1996,34.77
Mediterranean,05-08-1996,3.12
North Sea,05-08-1996,-47.69
Sea Japan,05-08-1996,-35.35
Arabian Sea,05-09-1996,76.24
Atlantic Ocean,05-09-1996,-16.51
Bering Sea,05-09-1996,54.25
Caribbean Sea,05-09-1996,-36.48
Gulf Mexico,05-09-1996,-68.65
Indian Ocean,05-09-1996,-9.63
Indonesian,05-09-1996,45.51
Nino,05-09-1996,-11.53
North Atlantic,05-09-1996,-54.33
North Pacific,05-09-1996,-43.21
Pacific Ocean,05-09-1996,-15.38
Persian Gulf,05-09-1996,-22.87
Sea Okhotsk,05-09-1996,33.01
South China,05-09-1996,-51.4
Southern Ocean,05-09-1996,-8.83
Tropics,05-09-1996,-3.14
World,05-09-1996,-12.35
Adriatic Sea,05-10-1996,40.69
Yellow Sea,05-10-1996,-30.01
Andaman Sea,05-18-1996,81.66
Baltic Sea,05-18-1996,-150.15
Bay Bengal,05-18-1996,35.17
Mediterranean,05-18-1996,31.52
North Sea,05-18-1996,-75.69
Sea Japan,05-18-1996,-48.05
Sea Okhotsk,05-18-1996,26.71
South China,05-18-1996,-15.9
Adriatic Sea,05-19-1996,60.89
Arabian Sea,05-19-1996,66.74
Atlantic Ocean,05-19-1996,-4.11
Bering Sea,05-19-1996,8.45
Caribbean Sea,05-19-1996,-38.48
Gulf Mexico,05-19-1996,-59.15
Indian Ocean,05-19-1996,-15.13
Indonesian,05-19-1996,19.91
Nino,05-19-1996,-10.73
North Atlantic,05-19-1996,-44.03
North Pacific,05-19-1996,-46.91
Pacific Ocean,05-19-1996,-13.38
Persian Gulf,05-19-1996,-41.77
Southern Ocean,05-19-1996,-2.43
Tropics,05-19-1996,-3.74
World,05-19-1996,-9.75
Yellow Sea,05-19-1996,-14.81
Andaman Sea,05-28-1996,47.56
Baltic Sea,05-28-1996,-160.45
Bay Bengal,05-28-1996,53.97
Gulf Mexico,05-28-1996,-41.85
Indian Ocean,05-28-1996,-0.53
Mediterranean,05-28-1996,-22.88
North Sea,05-28-1996,-36.19
Pacific Ocean,05-28-1996,-14.08
Persian Gulf,05-28-1996,-35.27
Sea Japan,05-28-1996,-60.85
Sea Okhotsk,05-28-1996,-25.69
South China,05-28-1996,-47.2
Southern Ocean,05-28-1996,-8.03
Tropics,05-28-1996,-0.34
World,05-28-1996,-7.75
Adriatic Sea,05-29-1996,-37.21
Arabian Sea,05-29-1996,86.54
Atlantic Ocean,05-29-1996,-2.21
Bering Sea,05-29-1996,20.15
Caribbean Sea,05-29-1996,-25.98
Indonesian,05-29-1996,6.71
Nino,05-29-1996,-2.53
North Atlantic,05-29-1996,-26.23
North Pacific,05-29-1996,-35.61
Yellow Sea,05-29-1996,-26.71
Andaman Sea,06-07-1996,9.56
Baltic Sea,06-07-1996,-59.05
Bay Bengal,06-07-1996,51.07
Gulf Mexico,06-07-1996,-67.25
Indian Ocean,06-07-1996,-7.33
Indonesian,06-07-1996,-0.39
Nino,06-07-1996,-7.23
North Pacific,06-07-1996,-20.41
North Sea,06-07-1996,-19.79
Pacific Ocean,06-07-1996,-3.88
Persian Gulf,06-07-1996,35.43
Sea Japan,06-07-1996,-31.05
Sea Okhotsk,06-07-1996,20.91
South China,06-07-1996,-45.2
Southern Ocean,06-07-1996,-11.53
Tropics,06-07-1996,-4.34
World,06-07-1996,-10.55
Adriatic Sea,06-08-1996,-91.21
Arabian Sea,06-08-1996,75.54
Atlantic Ocean,06-08-1996,-28.41
Bering Sea,06-08-1996,25.75
Caribbean Sea,06-08-1996,-29.48
Mediterranean,06-08-1996,-57.88
North Atlantic,06-08-1996,-48.73
Yellow Sea,06-08-1996,-20.51
Baltic Sea,06-26-1996,-27.35
Andaman Sea,06-27-1996,53.86
Arabian Sea,06-27-1996,15.14
Atlantic Ocean,06-27-1996,-31.61
Bay Bengal,06-27-1996,48.67
Gulf Mexico,06-27-1996,-77.35
Indian Ocean,06-27-1996,-9.03
Indonesian,06-27-1996,-17.39
Mediterranean,06-27-1996,-59.48
Nino,06-27-1996,-21.33
North Pacific,06-27-1996,-22.81
North Sea,06-27-1996,-61.19
Pacific Ocean,06-27-1996,-7.88
Persian Gulf,06-27-1996,-68.37
Sea Japan,06-27-1996,-57.35
Sea Okhotsk,06-27-1996,-23.69
South China,06-27-1996,-69.8
Southern Ocean,06-27-1996,-12.63
Tropics,06-27-1996,-13.74
World,06-27-1996,-15.75
Adriatic Sea,06-28-1996,-83.81
Bering Sea,06-28-1996,6.75
Caribbean Sea,06-28-1996,-37.88
North Atlantic,06-28-1996,-43.53
Yellow Sea,06-28-1996,-17.51
Baltic Sea,07-06-1996,-39.25
Andaman Sea,07-07-1996,0.96
Arabian Sea,07-07-1996,7.94
Atlantic Ocean,07-07-1996,-18.91
Bay Bengal,07-07-1996,37.07
Bering Sea,07-07-1996,33.05
Gulf Mexico,07-07-1996,-49.55
Indian Ocean,07-07-1996,-0.43
Indonesian,07-07-1996,-26.49
Mediterranean,07-07-1996,-27.58
Nino,07-07-1996,-12.63
North Pacific,07-07-1996,-14.81
North Sea,07-07-1996,-68.39
Pacific Ocean,07-07-1996,-13.08
Persian Gulf,07-07-1996,27.33
Sea Japan,07-07-1996,-100.55
Sea Okhotsk,07-07-1996,2.61
South China,07-07-1996,-43
Southern Ocean,07-07-1996,-18.53
Tropics,07-07-1996,-10.24
World,07-07-1996,-13.05
Adriatic Sea,07-08-1996,-76.91
Caribbean Sea,07-08-1996,-33.68
North Atlantic,07-08-1996,-12.03
Yellow Sea,07-08-1996,16.49
Baltic Sea,07-16-1996,176.95
Andaman Sea,07-17-1996,102.66
Atlantic Ocean,07-17-1996,-5.01
Bay Bengal,07-17-1996,16.47
Bering Sea,07-17-1996,38.75
Indian Ocean,07-17-1996,-26.23
Indonesian,07-17-1996,-13.59
Mediterranean,07-17-1996,-5.18
Nino,07-17-1996,-8.43
North Atlantic,07-17-1996,8.97
North Pacific,07-17-1996,1.59
North Sea,07-17-1996,19.01
Pacific Ocean,07-17-1996,-3.38
Persian Gulf,07-17-1996,10.73
Sea Japan,07-17-1996,-16.05
Sea Okhotsk,07-17-1996,24.31
South China,07-17-1996,-35.4
Southern Ocean,07-17-1996,-30.53
Tropics,07-17-1996,-0.54
World,07-17-1996,-7.65
Adriatic Sea,07-18-1996,-70.91
Arabian Sea,07-18-1996,-8.56
Caribbean Sea,07-18-1996,-5.78
Gulf Mexico,07-18-1996,-2.95
Yellow Sea,07-18-1996,54.49
Baltic Sea,07-26-1996,72.95
Andaman Sea,07-27-1996,95.16
Arabian Sea,07-27-1996,-26.86
Atlantic Ocean,07-27-1996,3.89
Bay Bengal,07-27-1996,16.37
Bering Sea,07-27-1996,43.65
Gulf Mexico,07-27-1996,7.55
Indian Ocean,07-27-1996,-37.33
Indonesian,07-27-1996,-27.79
Mediterranean,07-27-1996,26.12
Nino,07-27-1996,-4.23
North Atlantic,07-27-1996,21.57
North Pacific,07-27-1996,15.39
North Sea,07-27-1996,-18.39
Pacific Ocean,07-27-1996,7.12
Persian Gulf,07-27-1996,-41.97
Sea Japan,07-27-1996,-9.05
Sea Okhotsk,07-27-1996,10.21
South China,07-27-1996,-50.1
Southern Ocean,07-27-1996,-27.33
Tropics,07-27-1996,3.36
World,07-27-1996,-2.55
Yellow Sea,07-27-1996,76.69
Adriatic Sea,07-28-1996,-41.21
Caribbean Sea,07-28-1996,12.02
Baltic Sea,08-05-1996,71.45
Andaman Sea,08-06-1996,59.86
Arabian Sea,08-06-1996,-31.76
Atlantic Ocean,08-06-1996,-18.81
Bay Bengal,08-06-1996,24.07
Bering Sea,08-06-1996,47.05
Caribbean Sea,08-06-1996,-6.58
Gulf Mexico,08-06-1996,-7.55
Indian Ocean,08-06-1996,-13.83
Indonesian,08-06-1996,-41.09
Mediterranean,08-06-1996,16.62
Nino,08-06-1996,-6.73
North Atlantic,08-06-1996,2.47
North Pacific,08-06-1996,24.29
North Sea,08-06-1996,-61.89
Pacific Ocean,08-06-1996,6.82
Persian Gulf,08-06-1996,26.63
Sea Japan,08-06-1996,-3.35
Sea Okhotsk,08-06-1996,12.81
South China,08-06-1996,-71
Southern Ocean,08-06-1996,-22.43
Tropics,08-06-1996,-2.14
World,08-06-1996,-4.75
Adriatic Sea,08-07-1996,-43.41
Yellow Sea,08-07-1996,90.19
Baltic Sea,08-15-1996,-83.95
Andaman Sea,08-16-1996,34.56
Arabian Sea,08-16-1996,-38.96
Atlantic Ocean,08-16-1996,-15.81
Bay Bengal,08-16-1996,14.27
Bering Sea,08-16-1996,33.25
Caribbean Sea,08-16-1996,3.22
Gulf Mexico,08-16-1996,-10.95
Indian Ocean,08-16-1996,-18.33
Indonesian,08-16-1996,-38.49
Mediterranean,08-16-1996,47.12
Nino,08-16-1996,-9.33
North Atlantic,08-16-1996,18.67
North Pacific,08-16-1996,24.29
North Sea,08-16-1996,-67.99
Pacific Ocean,08-16-1996,-3.58
Persian Gulf,08-16-1996,1.23
Sea Japan,08-16-1996,12.35
Sea Okhotsk,08-16-1996,18.51
South China,08-16-1996,-46.8
Southern Ocean,08-16-1996,-34.43
Tropics,08-16-1996,-6.44
World,08-16-1996,-9.75
Adriatic Sea,08-17-1996,-12.11
Yellow Sea,08-17-1996,45.69
Baltic Sea,08-25-1996,-136.15
North Sea,08-25-1996,-26.59
Andaman Sea,08-26-1996,87.56
Arabian Sea,08-26-1996,-59.66
Atlantic Ocean,08-26-1996,-7.61
Bay Bengal,08-26-1996,5.37
Bering Sea,08-26-1996,34.25
Caribbean Sea,08-26-1996,17.22
Gulf Mexico,08-26-1996,1.95
Indian Ocean,08-26-1996,-36.23
Indonesian,08-26-1996,-31.39
Mediterranean,08-26-1996,41.82
Nino,08-26-1996,-8.43
North Atlantic,08-26-1996,33.77
North Pacific,08-26-1996,29.49
Pacific Ocean,08-26-1996,-1.58
Persian Gulf,08-26-1996,15.53
Sea Japan,08-26-1996,-1.15
Sea Okhotsk,08-26-1996,26.21
South China,08-26-1996,-36.2
Southern Ocean,08-26-1996,-39.73
Tropics,08-26-1996,-6.34
World,08-26-1996,-9.75
Yellow Sea,08-26-1996,51.39
Adriatic Sea,08-27-1996,-7.91
Andaman Sea,09-04-1996,27.96
Baltic Sea,09-04-1996,-108.55
North Sea,09-04-1996,16.21
Sea Okhotsk,09-04-1996,2.61
Arabian Sea,09-05-1996,-76.76
Atlantic Ocean,09-05-1996,-9.21
Bay Bengal,09-05-1996,0.07
Bering Sea,09-05-1996,45.95
Caribbean Sea,09-05-1996,14.12
Gulf Mexico,09-05-1996,-1.95
Indian Ocean,09-05-1996,-50.03
Indonesian,09-05-1996,-31.39
Mediterranean,09-05-1996,14.22
Nino,09-05-1996,-9.23
North Atlantic,09-05-1996,45.87
North Pacific,09-05-1996,37.89
Pacific Ocean,09-05-1996,4.62
Persian Gulf,09-05-1996,-37.37
Sea Japan,09-05-1996,11.65
South China,09-05-1996,-42.9
Southern Ocean,09-05-1996,-45.73
Tropics,09-05-1996,-6.24
World,09-05-1996,-9.95
Yellow Sea,09-05-1996,64.09
Adriatic Sea,09-06-1996,-54.81
Baltic Sea,09-14-1996,-140.45
Bering Sea,09-14-1996,41.75
Mediterranean,09-14-1996,67.62
North Sea,09-14-1996,37.91
Sea Okhotsk,09-14-1996,54.51
Andaman Sea,09-15-1996,71.76
Arabian Sea,09-15-1996,-55.76
Atlantic Ocean,09-15-1996,-3.21
Bay Bengal,09-15-1996,9.47
Caribbean Sea,09-15-1996,-3.08
Gulf Mexico,09-15-1996,-0.65
Indian Ocean,09-15-1996,-31.33
Indonesian,09-15-1996,-13.19
Nino,09-15-1996,1.67
North Atlantic,09-15-1996,47.07
North Pacific,09-15-1996,53.19
Pacific Ocean,09-15-1996,7.42
Persian Gulf,09-15-1996,-9.67
Sea Japan,09-15-1996,38.35
South China,09-15-1996,-11.1
Southern Ocean,09-15-1996,-41.93
Tropics,09-15-1996,2.76
World,09-15-1996,-2.55
Adriatic Sea,09-16-1996,17.49
Yellow Sea,09-16-1996,98.69
Andaman Sea,09-24-1996,87.96
Baltic Sea,09-24-1996,-242.65
North Sea,09-24-1996,44.41
Arabian Sea,09-25-1996,-60.46
Atlantic Ocean,09-25-1996,3.39
Bay Bengal,09-25-1996,2.77
Bering Sea,09-25-1996,65.95
Caribbean Sea,09-25-1996,22.52
Gulf Mexico,09-25-1996,28.15
Indian Ocean,09-25-1996,-16.63
Indonesian,09-25-1996,-0.09
Mediterranean,09-25-1996,108.82
Nino,09-25-1996,9.67
North Atlantic,09-25-1996,60.97
North Pacific,09-25-1996,61.19
Pacific Ocean,09-25-1996,10.22
Sea Japan,09-25-1996,79.95
Sea Okhotsk,09-25-1996,76.91
South China,09-25-1996,30.7
Southern Ocean,09-25-1996,-32.53
Tropics,09-25-1996,8.16
World,09-25-1996,4.95
Yellow Sea,09-25-1996,133.69
Adriatic Sea,09-26-1996,58.89
Persian Gulf,09-26-1996,43.33
Andaman Sea,10-04-1996,54.46
Baltic Sea,10-04-1996,-163.35
Mediterranean,10-04-1996,80.62
North Sea,10-04-1996,81.11
Sea Okhotsk,10-04-1996,66.11
South China,10-04-1996,52.3
Arabian Sea,10-05-1996,-62.96
Atlantic Ocean,10-05-1996,15.89
Bay Bengal,10-05-1996,0.37
Bering Sea,10-05-1996,72.75
Caribbean Sea,10-05-1996,41.32
Gulf Mexico,10-05-1996,81.65
Indian Ocean,10-05-1996,-17.13
Indonesian,10-05-1996,7.11
Nino,10-05-1996,15.67
North Atlantic,10-05-1996,61.57
North Pacific,10-05-1996,53.19
Pacific Ocean,10-05-1996,5.92
Persian Gulf,10-05-1996,47.83
Sea Japan,10-05-1996,109.55
Southern Ocean,10-05-1996,-25.23
Tropics,10-05-1996,8.56
World,10-05-1996,6.45
Yellow Sea,10-05-1996,143.29
Adriatic Sea,10-06-1996,26.79
Andaman Sea,10-24-1996,122.26
Baltic Sea,10-24-1996,-4.25
Bay Bengal,10-24-1996,2.07
Bering Sea,10-24-1996,53.35
Indian Ocean,10-24-1996,-6.43
Mediterranean,10-24-1996,85.12
North Sea,10-24-1996,46.31
Persian Gulf,10-24-1996,18.43
Sea Japan,10-24-1996,88.05
Sea Okhotsk,10-24-1996,42.61
Arabian Sea,10-25-1996,-74.86
Atlantic Ocean,10-25-1996,24.09
Caribbean Sea,10-25-1996,37.42
Gulf Mexico,10-25-1996,37.35
Indonesian,10-25-1996,38.91
Nino,10-25-1996,20.37
North Atlantic,10-25-1996,60.87
North Pacific,10-25-1996,54.59
Pacific Ocean,10-25-1996,9.62
South China,10-25-1996,67.9
Southern Ocean,10-25-1996,-9.33
Tropics,10-25-1996,11.46
World,10-25-1996,13.05
Yellow Sea,10-25-1996,106.09
Adriatic Sea,10-26-1996,25.19
Andaman Sea,11-03-1996,115.56
Baltic Sea,11-03-1996,-17.95
Bay Bengal,11-03-1996,2.97
Bering Sea,11-03-1996,40.55
Indian Ocean,11-03-1996,-9.63
Mediterranean,11-03-1996,64.42
Nino,11-03-1996,26.37
North Sea,11-03-1996,83.21
Pacific Ocean,11-03-1996,14.52
Persian Gulf,11-03-1996,21.63
Sea Japan,11-03-1996,89.95
Sea Okhotsk,11-03-1996,-1.89
South China,11-03-1996,60.6
Southern Ocean,11-03-1996,-13.43
Tropics,11-03-1996,14.46
World,11-03-1996,12.95
Adriatic Sea,11-04-1996,23.89
Arabian Sea,11-04-1996,-87.46
Atlantic Ocean,11-04-1996,16.89
Caribbean Sea,11-04-1996,43.32
Gulf Mexico,11-04-1996,61.65
Indonesian,11-04-1996,57.71
North Atlantic,11-04-1996,53.97
North Pacific,11-04-1996,56.99
Yellow Sea,11-04-1996,90.89
Baltic Sea,11-12-1996,225.75
Andaman Sea,11-13-1996,152.36
Arabian Sea,11-13-1996,-64.16
Bering Sea,11-13-1996,62.25
Indian Ocean,11-13-1996,-21.83
Indonesian,11-13-1996,52.71
Mediterranean,11-13-1996,99.52
Nino,11-13-1996,20.67
North Sea,11-13-1996,65.01
Pacific Ocean,11-13-1996,8.12
Persian Gulf,11-13-1996,39.33
Sea Japan,11-13-1996,89.75
Sea Okhotsk,11-13-1996,-26.09
South China,11-13-1996,82.2
Southern Ocean,11-13-1996,-18.23
Tropics,11-13-1996,10.16
World,11-13-1996,9.15
Adriatic Sea,11-14-1996,87.89
Atlantic Ocean,11-14-1996,18.59
Bay Bengal,11-14-1996,14.67
Caribbean Sea,11-14-1996,34.92
Gulf Mexico,11-14-1996,60.55
North Atlantic,11-14-1996,54.17
North Pacific,11-14-1996,44.39
Yellow Sea,11-14-1996,63.29
Baltic Sea,11-22-1996,121.35
Andaman Sea,11-23-1996,102.06
Arabian Sea,11-23-1996,-34.46
Bay Bengal,11-23-1996,28.77
Bering Sea,11-23-1996,71.15
Gulf Mexico,11-23-1996,32.15
Indian Ocean,11-23-1996,-1.13
Indonesian,11-23-1996,65.21
Mediterranean,11-23-1996,111.82
Nino,11-23-1996,11.97
North Pacific,11-23-1996,16.39
North Sea,11-23-1996,-1.29
Pacific Ocean,11-23-1996,-5.58
Persian Gulf,11-23-1996,102.23
Sea Japan,11-23-1996,42.65
Sea Okhotsk,11-23-1996,-4.99
South China,11-23-1996,80.6
Southern Ocean,11-23-1996,-16.83
Tropics,11-23-1996,2.76
World,11-23-1996,1.95
Adriatic Sea,11-24-1996,114.19
Atlantic Ocean,11-24-1996,3.99
Caribbean Sea,11-24-1996,2.42
North Atlantic,11-24-1996,29.57
Yellow Sea,11-24-1996,-4.81
Baltic Sea,12-02-1996,42.95
Andaman Sea,12-03-1996,88.66
Arabian Sea,12-03-1996,-13.46
Atlantic Ocean,12-03-1996,-3.01
Bay Bengal,12-03-1996,30.47
Bering Sea,12-03-1996,35.05
Gulf Mexico,12-03-1996,-1.35
Indian Ocean,12-03-1996,0.17
Indonesian,12-03-1996,72.61
Mediterranean,12-03-1996,72.12
Nino,12-03-1996,11.67
North Pacific,12-03-1996,17.49
North Sea,12-03-1996,-52.79
Pacific Ocean,12-03-1996,-7.68
Persian Gulf,12-03-1996,125.43
Sea Japan,12-03-1996,22.35
Sea Okhotsk,12-03-1996,16.91
South China,12-03-1996,75.5
Southern Ocean,12-03-1996,-19.23
Tropics,12-03-1996,1.06
World,12-03-1996,-1.65
Adriatic Sea,12-04-1996,59.99
Caribbean Sea,12-04-1996,-4.38
North Atlantic,12-04-1996,16.67
Yellow Sea,12-04-1996,-70.61
Baltic Sea,12-12-1996,-31.15
Andaman Sea,12-13-1996,87.26
Arabian Sea,12-13-1996,-39.66
Atlantic Ocean,12-13-1996,-2.71
Bay Bengal,12-13-1996,-10.33
Bering Sea,12-13-1996,9.95
Caribbean Sea,12-13-1996,7.92
Gulf Mexico,12-13-1996,-18.15
Indian Ocean,12-13-1996,-6.13
Indonesian,12-13-1996,71.01
Mediterranean,12-13-1996,53.32
Nino,12-13-1996,8.67
North Pacific,12-13-1996,-3.81
North Sea,12-13-1996,-9.49
Pacific Ocean,12-13-1996,-10.48
Persian Gulf,12-13-1996,34.33
Sea Japan,12-13-1996,-29.85
Sea Okhotsk,12-13-1996,-30.29
South China,12-13-1996,51.8
Southern Ocean,12-13-1996,-15.83
Tropics,12-13-1996,-4.24
World,12-13-1996,-5.75
Adriatic Sea,12-14-1996,71.69
North Atlantic,12-14-1996,10.77
Yellow Sea,12-14-1996,-71.51
Baltic Sea,12-22-1996,-33.95
Andaman Sea,12-23-1996,50.46
Arabian Sea,12-23-1996,-65.46
Atlantic Ocean,12-23-1996,-9.41
Bay Bengal,12-23-1996,-29.43
Bering Sea,12-23-1996,109.35
Gulf Mexico,12-23-1996,-42.85
Indian Ocean,12-23-1996,-34.13
Indonesian,12-23-1996,100.71
Mediterranean,12-23-1996,103.42
Nino,12-23-1996,0.57
North Atlantic,12-23-1996,2.97
North Pacific,12-23-1996,-14.41
North Sea,12-23-1996,27.21
Pacific Ocean,12-23-1996,-13.18
Persian Gulf,12-23-1996,25.73
Sea Japan,12-23-1996,-19.65
Sea Okhotsk,12-23-1996,8.81
South China,12-23-1996,17.5
Southern Ocean,12-23-1996,-19.63
Tropics,12-23-1996,-14.14
World,12-23-1996,-13.05
Adriatic Sea,12-24-1996,131.99
Caribbean Sea,12-24-1996,-10.78
Yellow Sea,12-24-1996,-66.11
Baltic Sea,01-01-1997,-43.75
Andaman Sea,01-02-1997,-22.14
Arabian Sea,01-02-1997,-49.66
Atlantic Ocean,01-02-1997,-9.31
Bay Bengal,01-02-1997,-21.83
Bering Sea,01-02-1997,91.85
Caribbean Sea,01-02-1997,-30.68
Gulf Mexico,01-02-1997,-49.15
Indian Ocean,01-02-1997,-28.63
Indonesian,01-02-1997,108.11
Mediterranean,01-02-1997,113.92
Nino,01-02-1997,3.37
North Atlantic,01-02-1997,-4.63
North Pacific,01-02-1997,-16.21
North Sea,01-02-1997,25.01
Pacific Ocean,01-02-1997,-10.08
Persian Gulf,01-02-1997,10.93
Sea Japan,01-02-1997,9.15
